CHNGIND,CHANGENR,VALUE_NEW,TABNAME,FNAME
U,0000001326,SRM: Ordered,EBAN,SRM_STATUS
I,0000001327,00001,EKPO,EBELP
U,0000001328,SRM: Change was Transmitted,EBAN,SRM_STATUS
U,0000001329,SRM: Created,EBAN,SRM_STATUS
U,0000001330,SRM: Complete,EBAN,SRM_STATUS
U,0000001331,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001332,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001333,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001334,SRM: Ordered,EBAN,SRM_STATUS
I,0000001335,00001,EKPO,EBELP
U,0000001336,SRM: Change was Transmitted,EBAN,SRM_STATUS
U,0000001337,SRM: Created,EBAN,SRM_STATUS
U,0000001338,SRM: Complete,EBAN,SRM_STATUS
U,0000001339,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001340,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001341,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001342,SRM: Ordered,EBAN,SRM_STATUS
U,0000001343,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001344,00001,EKPO,EBELP
U,0000001345,SRM: Created,EBAN,SRM_STATUS
U,0000001346,SRM: Complete,EBAN,SRM_STATUS
U,0000001347,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001348,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001349,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001350,SRM: Ordered,EBAN,SRM_STATUS
I,0000001351,00001,EKPO,EBELP
U,0000001352,SRM: Change was Transmitted,EBAN,SRM_STATUS
U,0000001353,SRM: Created,EBAN,SRM_STATUS
U,0000001354,SRM: Complete,EBAN,SRM_STATUS
U,0000001355,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001356,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001357,SRM: Ordered,EBAN,SRM_STATUS
U,0000001358,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
I,0000001359,00001,EKPO,EBELP
U,0000001360,SRM: Change was Transmitted,EBAN,SRM_STATUS
U,0000001361,SRM: Created,EBAN,SRM_STATUS
U,0000001362,SRM: Complete,EBAN,SRM_STATUS
U,0000001363,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001364,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001365,SRM: Ordered,EBAN,SRM_STATUS
U,0000001366,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001367,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001368,00001,EKPO,EBELP
U,0000001369,SRM: Created,EBAN,SRM_STATUS
U,0000001370,SRM: Complete,EBAN,SRM_STATUS
U,0000001371,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001372,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001373,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001374,SRM: Ordered,EBAN,SRM_STATUS
U,0000001375,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001376,00001,EKPO,EBELP
U,0000001377,SRM: Created,EBAN,SRM_STATUS
U,0000001378,SRM: Complete,EBAN,SRM_STATUS
U,0000001379,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001380,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001381,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001382,SRM: Ordered,EBAN,SRM_STATUS
U,0000001383,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001384,00001,EKPO,EBELP
U,0000001385,Remove Payment Block,EKPO,UNMAPPED_ACTIVITY
U,0000001386,Vendor creates debit memo,EKPO,UNMAPPED_ACTIVITY
U,0000001387,SRM: Created,EBAN,SRM_STATUS
U,0000001388,SRM: Complete,EBAN,SRM_STATUS
U,0000001389,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001390,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001391,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001392,SRM: Ordered,EBAN,SRM_STATUS
U,0000001393,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001394,00001,EKPO,EBELP
U,0000001395,Cancel Invoice Receipt,EKPO,UNMAPPED_ACTIVITY
U,0000001396,Vendor creates debit memo,EKPO,UNMAPPED_ACTIVITY
U,0000001397,Cancel Invoice Receipt,EKPO,UNMAPPED_ACTIVITY
U,0000001398,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001399,SRM: Created,EBAN,SRM_STATUS
U,0000001400,SRM: Complete,EBAN,SRM_STATUS
U,0000001401,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001402,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001403,SRM: Ordered,EBAN,SRM_STATUS
U,0000001404,SRM: Change was Transmitted,EBAN,SRM_STATUS
U,0000001405,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
I,0000001406,00001,EKPO,EBELP
U,0000001407,SRM: Created,EBAN,SRM_STATUS
U,0000001408,SRM: Complete,EBAN,SRM_STATUS
U,0000001409,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001410,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001411,SRM: Ordered,EBAN,SRM_STATUS
U,0000001412,SRM: Change was Transmitted,EBAN,SRM_STATUS
U,0000001413,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
I,0000001414,00002,EKPO,EBELP
U,0000001415,SRM: Created,EBAN,SRM_STATUS
U,0000001416,SRM: Complete,EBAN,SRM_STATUS
U,0000001417,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001418,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001419,SRM: Ordered,EBAN,SRM_STATUS
U,0000001420,SRM: Change was Transmitted,EBAN,SRM_STATUS
U,0000001421,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
I,0000001422,00003,EKPO,EBELP
U,0000001423,SRM: Created,EBAN,SRM_STATUS
U,0000001424,SRM: Complete,EBAN,SRM_STATUS
U,0000001425,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001426,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001427,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001428,SRM: Ordered,EBAN,SRM_STATUS
U,0000001429,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001430,00001,EKPO,EBELP
U,0000001431,SRM: Created,EBAN,SRM_STATUS
U,0000001432,SRM: Complete,EBAN,SRM_STATUS
U,0000001433,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001434,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001435,SRM: Ordered,EBAN,SRM_STATUS
U,0000001436,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001437,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001438,00001,EKPO,EBELP
U,0000001439,Vendor creates debit memo,EKPO,UNMAPPED_ACTIVITY
U,0000001440,Vendor creates debit memo,EKPO,UNMAPPED_ACTIVITY
U,0000001441,Vendor creates debit memo,EKPO,UNMAPPED_ACTIVITY
U,0000001442,SRM: Created,EBAN,SRM_STATUS
U,0000001443,SRM: Complete,EBAN,SRM_STATUS
U,0000001444,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001445,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001446,SRM: Ordered,EBAN,SRM_STATUS
U,0000001447,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001448,SRM: Deleted,EBAN,SRM_STATUS
U,0000001449,Change Price,EKPO,UNMAPPED_ACTIVITY
U,0000001450,Vendor creates debit memo,EKPO,UNMAPPED_ACTIVITY
U,0000001451,Vendor creates debit memo,EKPO,UNMAPPED_ACTIVITY
U,0000001452,Cancel Goods Receipt,EKPO,UNMAPPED_ACTIVITY
U,0000001453,Vendor creates debit memo,EKPO,UNMAPPED_ACTIVITY
U,0000001454,Cancel Invoice Receipt,EKPO,UNMAPPED_ACTIVITY
U,0000001455,SRM: Created,EBAN,SRM_STATUS
U,0000001456,SRM: Complete,EBAN,SRM_STATUS
U,0000001457,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001458,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001459,SRM: Ordered,EBAN,SRM_STATUS
U,0000001460,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001461,SRM: Deleted,EBAN,SRM_STATUS
U,0000001462,Change Price,EKPO,UNMAPPED_ACTIVITY
U,0000001463,Cancel Invoice Receipt,EKPO,UNMAPPED_ACTIVITY
U,0000001464,Cancel Invoice Receipt,EKPO,UNMAPPED_ACTIVITY
U,0000001465,Cancel Invoice Receipt,EKPO,UNMAPPED_ACTIVITY
U,0000001466,Remove Payment Block,EKPO,UNMAPPED_ACTIVITY
U,0000001467,SRM: Created,EBAN,SRM_STATUS
U,0000001468,SRM: Complete,EBAN,SRM_STATUS
U,0000001469,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001470,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001471,SRM: Ordered,EBAN,SRM_STATUS
U,0000001472,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001473,SRM: Deleted,EBAN,SRM_STATUS
U,0000001474,Change Price,EKPO,UNMAPPED_ACTIVITY
U,0000001475,Cancel Invoice Receipt,EKPO,UNMAPPED_ACTIVITY
U,0000001476,Cancel Invoice Receipt,EKPO,UNMAPPED_ACTIVITY
U,0000001477,Cancel Invoice Receipt,EKPO,UNMAPPED_ACTIVITY
U,0000001478,Cancel Invoice Receipt,EKPO,UNMAPPED_ACTIVITY
U,0000001479,Cancel Invoice Receipt,EKPO,UNMAPPED_ACTIVITY
U,0000001480,Cancel Goods Receipt,EKPO,UNMAPPED_ACTIVITY
U,0000001481,Cancel Invoice Receipt,EKPO,UNMAPPED_ACTIVITY
U,0000001482,Cancel Invoice Receipt,EKPO,UNMAPPED_ACTIVITY
U,0000001483,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001484,SRM: Transfer Failed (E.Sys.),EBAN,SRM_STATUS
U,0000001485,Vendor creates debit memo,EKPO,UNMAPPED_ACTIVITY
U,0000001486,SRM: Created,EBAN,SRM_STATUS
U,0000001487,SRM: Complete,EBAN,SRM_STATUS
U,0000001488,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001489,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001490,SRM: Ordered,EBAN,SRM_STATUS
U,0000001491,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001492,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001493,00001,EKPO,EBELP
U,0000001494,SRM: Created,EBAN,SRM_STATUS
U,0000001495,SRM: Complete,EBAN,SRM_STATUS
U,0000001496,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001497,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001498,SRM: Ordered,EBAN,SRM_STATUS
U,0000001499,SRM: Deleted,EBAN,SRM_STATUS
U,0000001500,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001501,Change Price,EKPO,UNMAPPED_ACTIVITY
U,0000001502,SRM: Created,EBAN,SRM_STATUS
U,0000001503,SRM: Complete,EBAN,SRM_STATUS
U,0000001504,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001505,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001506,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001507,SRM: Ordered,EBAN,SRM_STATUS
I,0000001508,00001,EKPO,EBELP
U,0000001509,SRM: Change was Transmitted,EBAN,SRM_STATUS
U,0000001510,SRM: Created,EBAN,SRM_STATUS
U,0000001511,SRM: Complete,EBAN,SRM_STATUS
U,0000001512,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001513,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001514,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001515,SRM: Ordered,EBAN,SRM_STATUS
U,0000001516,SRM: Deleted,EBAN,SRM_STATUS
U,0000001517,SRM: Created,EBAN,SRM_STATUS
U,0000001518,SRM: Complete,EBAN,SRM_STATUS
U,0000001519,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001520,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001521,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001522,SRM: Ordered,EBAN,SRM_STATUS
U,0000001523,SRM: Deleted,EBAN,SRM_STATUS
U,0000001524,SRM: Created,EBAN,SRM_STATUS
U,0000001525,SRM: Complete,EBAN,SRM_STATUS
U,0000001526,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001527,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001528,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001529,SRM: Ordered,EBAN,SRM_STATUS
U,0000001530,SRM: Deleted,EBAN,SRM_STATUS
U,0000001531,SRM: Created,EBAN,SRM_STATUS
U,0000001532,SRM: Complete,EBAN,SRM_STATUS
U,0000001533,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001534,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001535,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001536,SRM: Ordered,EBAN,SRM_STATUS
U,0000001537,SRM: Deleted,EBAN,SRM_STATUS
U,0000001538,SRM: Created,EBAN,SRM_STATUS
U,0000001539,SRM: Complete,EBAN,SRM_STATUS
U,0000001540,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001541,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001542,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001543,SRM: Ordered,EBAN,SRM_STATUS
U,0000001544,SRM: Deleted,EBAN,SRM_STATUS
U,0000001545,Change Price,EKPO,UNMAPPED_ACTIVITY
U,0000001546,SRM: Created,EBAN,SRM_STATUS
U,0000001547,SRM: Complete,EBAN,SRM_STATUS
U,0000001548,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001549,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001550,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001551,SRM: Ordered,EBAN,SRM_STATUS
U,0000001552,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001553,00001,EKPO,EBELP
U,0000001554,SRM: Created,EBAN,SRM_STATUS
U,0000001555,SRM: Complete,EBAN,SRM_STATUS
U,0000001556,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001557,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001558,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001559,SRM: Change was Transmitted,EBAN,SRM_STATUS
U,0000001560,SRM: Ordered,EBAN,SRM_STATUS
I,0000001561,00001,EKPO,EBELP
U,0000001562,SRM: Created,EBAN,SRM_STATUS
U,0000001563,SRM: Complete,EBAN,SRM_STATUS
U,0000001564,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001565,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001566,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001567,SRM: Ordered,EBAN,SRM_STATUS
U,0000001568,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001569,00001,EKPO,EBELP
U,0000001570,SRM: Created,EBAN,SRM_STATUS
U,0000001571,SRM: Complete,EBAN,SRM_STATUS
U,0000001572,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001573,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001574,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001575,SRM: Ordered,EBAN,SRM_STATUS
U,0000001576,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001577,00001,EKPO,EBELP
U,0000001578,SRM: Created,EBAN,SRM_STATUS
U,0000001579,SRM: Complete,EBAN,SRM_STATUS
U,0000001580,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001581,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001582,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001583,SRM: Ordered,EBAN,SRM_STATUS
U,0000001584,SRM: Deleted,EBAN,SRM_STATUS
U,0000001585,SRM: Created,EBAN,SRM_STATUS
U,0000001586,SRM: Complete,EBAN,SRM_STATUS
U,0000001587,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001588,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001589,SRM: Ordered,EBAN,SRM_STATUS
U,0000001590,SRM: Change was Transmitted,EBAN,SRM_STATUS
U,0000001591,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
I,0000001592,00001,EKPO,EBELP
U,0000001593,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001594,Change Delivery Indicator,EKPO,UNMAPPED_ACTIVITY
U,0000001595,SRM: Created,EBAN,SRM_STATUS
U,0000001596,SRM: Complete,EBAN,SRM_STATUS
U,0000001597,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001598,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001599,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001600,SRM: Ordered,EBAN,SRM_STATUS
U,0000001601,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001602,00001,EKPO,EBELP
U,0000001603,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001604,SRM: Transfer Failed (E.Sys.),EBAN,SRM_STATUS
U,0000001605,SRM: Created,EBAN,SRM_STATUS
U,0000001606,SRM: Complete,EBAN,SRM_STATUS
U,0000001607,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001608,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001609,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001610,SRM: Ordered,EBAN,SRM_STATUS
U,0000001611,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001612,00001,EKPO,EBELP
U,0000001613,SRM: Created,EBAN,SRM_STATUS
U,0000001614,SRM: Complete,EBAN,SRM_STATUS
U,0000001615,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001616,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001617,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001618,SRM: Ordered,EBAN,SRM_STATUS
I,0000001619,00001,EKPO,EBELP
U,0000001620,SRM: Change was Transmitted,EBAN,SRM_STATUS
U,0000001621,SRM: Created,EBAN,SRM_STATUS
U,0000001622,SRM: Complete,EBAN,SRM_STATUS
U,0000001623,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001624,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001625,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001626,SRM: Ordered,EBAN,SRM_STATUS
U,0000001627,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001628,00001,EKPO,EBELP
U,0000001629,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001630,SRM: Transfer Failed (E.Sys.),EBAN,SRM_STATUS
U,0000001631,SRM: Created,EBAN,SRM_STATUS
U,0000001632,SRM: Complete,EBAN,SRM_STATUS
U,0000001633,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001634,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001635,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001636,SRM: Ordered,EBAN,SRM_STATUS
U,0000001637,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001638,00001,EKPO,EBELP
U,0000001639,SRM: Created,EBAN,SRM_STATUS
U,0000001640,SRM: Complete,EBAN,SRM_STATUS
U,0000001641,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001642,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001643,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001644,SRM: Ordered,EBAN,SRM_STATUS
U,0000001645,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001646,00001,EKPO,EBELP
U,0000001647,SRM: Created,EBAN,SRM_STATUS
U,0000001648,SRM: Complete,EBAN,SRM_STATUS
U,0000001649,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001650,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001651,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001652,SRM: Ordered,EBAN,SRM_STATUS
I,0000001653,00001,EKPO,EBELP
U,0000001654,SRM: Change was Transmitted,EBAN,SRM_STATUS
U,0000001655,SRM: Created,EBAN,SRM_STATUS
U,0000001656,SRM: Complete,EBAN,SRM_STATUS
U,0000001657,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001658,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001659,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001660,SRM: Ordered,EBAN,SRM_STATUS
U,0000001661,SRM: Deleted,EBAN,SRM_STATUS
U,0000001662,Change Price,EKPO,UNMAPPED_ACTIVITY
U,0000001663,SRM: Created,EBAN,SRM_STATUS
U,0000001664,SRM: Complete,EBAN,SRM_STATUS
U,0000001665,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001666,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001667,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001668,SRM: Ordered,EBAN,SRM_STATUS
U,0000001669,SRM: Deleted,EBAN,SRM_STATUS
U,0000001670,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001671,SRM: Transfer Failed (E.Sys.),EBAN,SRM_STATUS
U,0000001672,SRM: Created,EBAN,SRM_STATUS
U,0000001673,SRM: Complete,EBAN,SRM_STATUS
U,0000001674,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001675,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001676,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001677,SRM: Ordered,EBAN,SRM_STATUS
U,0000001678,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001679,00001,EKPO,EBELP
U,0000001680,Vendor creates debit memo,EKPO,UNMAPPED_ACTIVITY
U,0000001681,SRM: Created,EBAN,SRM_STATUS
U,0000001682,SRM: Complete,EBAN,SRM_STATUS
U,0000001683,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001684,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001685,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001686,SRM: Ordered,EBAN,SRM_STATUS
U,0000001687,SRM: Deleted,EBAN,SRM_STATUS
U,0000001688,Change Price,EKPO,UNMAPPED_ACTIVITY
U,0000001689,Cancel Invoice Receipt,EKPO,UNMAPPED_ACTIVITY
U,0000001690,SRM: Created,EBAN,SRM_STATUS
U,0000001691,SRM: Complete,EBAN,SRM_STATUS
U,0000001692,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001693,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001694,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001695,SRM: Ordered,EBAN,SRM_STATUS
U,0000001696,SRM: Deleted,EBAN,SRM_STATUS
U,0000001697,Change Price,EKPO,UNMAPPED_ACTIVITY
U,0000001698,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001699,SRM: Transfer Failed (E.Sys.),EBAN,SRM_STATUS
U,0000001700,SRM: Created,EBAN,SRM_STATUS
U,0000001701,SRM: Complete,EBAN,SRM_STATUS
U,0000001702,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001703,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001704,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001705,SRM: Ordered,EBAN,SRM_STATUS
U,0000001706,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001707,00001,EKPO,EBELP
U,0000001708,Vendor creates debit memo,EKPO,UNMAPPED_ACTIVITY
U,0000001709,Cancel Invoice Receipt,EKPO,UNMAPPED_ACTIVITY
U,0000001710,Remove Payment Block,EKPO,UNMAPPED_ACTIVITY
U,0000001711,SRM: Created,EBAN,SRM_STATUS
U,0000001712,SRM: Complete,EBAN,SRM_STATUS
U,0000001713,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001714,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001715,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001716,SRM: Ordered,EBAN,SRM_STATUS
U,0000001717,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001718,00001,EKPO,EBELP
U,0000001719,SRM: Created,EBAN,SRM_STATUS
U,0000001720,SRM: Complete,EBAN,SRM_STATUS
U,0000001721,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001722,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001723,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001724,SRM: Ordered,EBAN,SRM_STATUS
U,0000001725,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001726,00002,EKPO,EBELP
U,0000001727,SRM: Created,EBAN,SRM_STATUS
U,0000001728,SRM: Complete,EBAN,SRM_STATUS
U,0000001729,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001730,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001731,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001732,SRM: Ordered,EBAN,SRM_STATUS
U,0000001733,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001734,00003,EKPO,EBELP
U,0000001735,SRM: Created,EBAN,SRM_STATUS
U,0000001736,SRM: Complete,EBAN,SRM_STATUS
U,0000001737,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001738,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001739,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001740,SRM: Ordered,EBAN,SRM_STATUS
U,0000001741,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001742,00004,EKPO,EBELP
U,0000001743,SRM: Created,EBAN,SRM_STATUS
U,0000001744,SRM: Complete,EBAN,SRM_STATUS
U,0000001745,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001746,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001747,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001748,SRM: Ordered,EBAN,SRM_STATUS
U,0000001749,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001750,00005,EKPO,EBELP
U,0000001751,SRM: Created,EBAN,SRM_STATUS
U,0000001752,SRM: Complete,EBAN,SRM_STATUS
U,0000001753,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001754,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001755,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001756,SRM: Ordered,EBAN,SRM_STATUS
U,0000001757,SRM: Change was Transmitted,EBAN,SRM_STATUS
I,0000001758,00006,EKPO,EBELP
U,0000001759,SRM: Created,EBAN,SRM_STATUS
U,0000001760,SRM: Complete,EBAN,SRM_STATUS
U,0000001761,SRM: Awaiting Approval,EBAN,SRM_STATUS
U,0000001762,SRM: Document Completed,EBAN,SRM_STATUS
U,0000001763,SRM: In Transfer to Execution Syst.,EBAN,SRM_STATUS
U,0000001764,SRM: Ordered,EBAN,SRM_STATUS
